,event_date,event_name,distance,number_of_finishers,athlete_id,athlete_gender,athlete_age,athlete_performance,athlete_average_speed
3827,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,574670,F,28,0 days 11:45:09,8.509
3828,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,1381,M,39,0 days 11:46:08,8.497
3829,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,109,M,37,0 days 11:50:34,8.444
3830,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,35710,M,46,0 days 11:50:56,8.44
3831,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,111081,M,37,0 days 12:01:54,8.311
3832,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,786018,M,27,0 days 12:02:15,8.307
3833,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,867342,M,26,0 days 12:02:47,8.301
3834,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,816971,F,29,0 days 12:07:25,8.248
3835,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27213,M,45,0 days 12:09:43,8.222
3836,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,207355,M,32,0 days 12:10:39,8.212
3837,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,524050,M,30,0 days 12:18:55,8.12
3838,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,86512,M,35,0 days 12:30:53,7.991
3839,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,866771,M,34,0 days 12:33:24,7.964
3840,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339043,F,31,0 days 12:46:50,7.824
3841,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,118274,F,43,0 days 13:05:54,7.635
3842,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,658606,F,46,0 days 13:08:54,7.606
3843,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,638698,M,29,0 days 13:17:58,7.519
3844,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,901531,M,28,0 days 13:19:12,7.508
3845,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924090,M,41,0 days 13:19:55,7.501
3846,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,629027,M,44,0 days 13:23:03,7.472
3847,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,327288,M,52,0 days 13:25:07,7.452
3848,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,42912,F,36,0 days 13:26:04,7.444
3849,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,65085,F,45,0 days 13:29:16,7.414
3850,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,202061,M,48,0 days 13:31:08,7.397
3851,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,12512,M,53,0 days 13:35:06,7.361
3852,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,867344,M,26,0 days 13:35:32,7.357
3853,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,715377,M,37,0 days 13:38:51,7.327
3854,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,118239,M,47,0 days 13:49:20,7.235
3855,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,549349,F,41,0 days 13:50:25,7.225
3856,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,92243,M,40,0 days 13:52:49,7.204
3857,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,795078,F,36,0 days 13:53:33,7.198
3858,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55662,M,32,0 days 13:55:36,7.18
3859,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55387,M,47,0 days 13:58:03,7.159
3860,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,739168,M,31,0 days 14:04:39,7.104
3861,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339035,F,43,0 days 14:05:39,7.095
3862,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924091,M,39,0 days 14:05:51,7.093
3863,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,72850,M,45,0 days 14:08:33,7.071
3864,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924092,M,31,0 days 14:10:47,7.052
3865,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,118229,M,42,0 days 14:11:09,7.049
3866,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,718187,F,32,0 days 14:11:29,7.047
3867,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,751009,M,38,0 days 14:14:18,7.023
3868,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,65046,M,65,0 days 14:15:17,7.015
3869,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,677017,F,34,0 days 14:15:46,7.011
3870,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,165379,M,32,0 days 14:16:58,7.001
3871,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,128086,M,49,0 days 14:19:54,6.978
3872,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,791666,M,60,0 days 14:21:06,6.968
3873,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,340626,M,40,0 days 14:25:15,6.934
3874,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924093,M,29,0 days 14:27:39,6.915
3875,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339037,M,51,0 days 14:32:36,6.876
3876,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,773315,M,24,0 days 14:36:23,6.846
3877,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,67807,M,36,0 days 14:37:28,6.838
3878,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,388551,M,52,0 days 14:37:50,6.835
3879,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,871422,M,43,0 days 14:38:40,6.829
3880,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,67495,F,37,0 days 14:41:06,6.81
3881,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924094,M,28,0 days 14:41:21,6.808
3882,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,653354,M,33,0 days 14:43:24,6.792
3883,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339042,M,35,0 days 14:44:13,6.786
3884,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,260835,M,23,0 days 14:44:28,6.784
3885,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,213682,M,46,0 days 14:53:20,6.716
3886,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55529,M,37,0 days 14:53:34,6.715
3887,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,249412,M,29,0 days 14:53:34,6.715
3888,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,880746,M,42,0 days 14:53:37,6.714
3889,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,78274,M,38,0 days 14:53:53,6.712
3890,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,355071,M,48,0 days 14:54:56,6.704
3891,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,74472,M,55,0 days 14:59:16,6.672
3892,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,860967,M,38,0 days 15:03:46,6.639
3893,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,310779,F,55,0 days 15:04:08,6.636
3894,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,740702,M,24,0 days 15:04:43,6.632
3895,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,40586,M,51,0 days 15:05:07,6.629
3896,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,865569,M,25,0 days 15:13:19,6.569
3897,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,677026,F,27,0 days 15:15:05,6.557
3898,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,756013,M,35,0 days 15:16:11,6.549
3899,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27436,M,62,0 days 15:24:10,6.492
3900,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339062,M,36,0 days 15:27:58,6.466
3901,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,682640,F,45,0 days 15:29:30,6.455
3902,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,346715,F,26,0 days 15:31:17,6.443
3903,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924095,M,37,0 days 15:35:51,6.411
3904,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,216403,M,61,0 days 15:36:10,6.409
3905,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,733163,M,40,0 days 15:36:26,6.407
3906,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,844683,F,38,0 days 15:37:31,6.4
3907,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,511521,M,57,0 days 15:37:31,6.4
3908,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,86639,M,47,0 days 15:42:21,6.367
3909,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,186222,F,45,0 days 15:42:56,6.363
3910,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,86572,M,53,0 days 15:43:18,6.361
3911,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,677482,M,38,0 days 15:44:09,6.355
3912,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924096,M,41,0 days 15:46:54,6.336
3913,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,33420,M,35,0 days 15:47:33,6.332
3914,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,223178,M,55,0 days 15:51:22,6.307
3915,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,859966,M,38,0 days 15:53:38,6.292
3916,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,12514,M,37,0 days 15:57:15,6.268
3917,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,871940,M,38,0 days 16:03:00,6.231
3918,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,290245,M,66,0 days 16:04:49,6.219
3919,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,13594,M,54,0 days 16:04:49,6.219
3920,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339053,M,33,0 days 16:05:45,6.213
3921,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,416909,M,56,0 days 16:09:17,6.19
3922,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,347356,M,59,0 days 16:11:29,6.176
3923,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,64597,M,58,0 days 16:11:55,6.173
3924,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,272573,M,40,0 days 16:13:12,6.165
3925,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,350652,M,36,0 days 16:15:37,6.15
3926,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55401,M,34,0 days 16:16:37,6.144
3927,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55480,M,45,0 days 16:27:55,6.073
3928,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,340257,M,36,0 days 16:29:36,6.063
3929,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,65069,F,65,0 days 16:32:00,6.048
3930,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,113076,M,42,0 days 16:38:06,6.011
3931,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,864126,M,25,0 days 16:40:15,5.999
3932,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,118258,F,47,0 days 16:42:20,5.986
3933,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,638701,F,57,0 days 16:45:56,5.965
3934,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,36213,M,33,0 days 16:46:15,5.963
3935,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,36403,M,58,0 days 16:46:31,5.961
3936,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,631702,M,51,0 days 16:47:18,5.957
3937,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,47183,M,46,0 days 16:47:28,5.956
3938,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,846385,F,57,0 days 16:47:57,5.953
3939,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,47128,F,54,0 days 16:49:25,5.944
3940,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924097,M,28,0 days 16:50:17,5.939
3941,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,249433,M,49,0 days 16:50:50,5.936
3942,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,47169,F,45,0 days 16:52:07,5.928
3943,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27376,M,42,0 days 16:52:32,5.926
3944,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,42892,M,57,0 days 16:54:40,5.913
3945,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,67492,F,29,0 days 16:59:05,5.888
3946,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,67819,M,51,0 days 17:09:57,5.826
3947,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,677021,M,43,0 days 17:10:12,5.824
3948,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,873669,F,41,0 days 17:13:59,5.803
3949,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924098,F,35,0 days 17:19:11,5.774
3950,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,699293,M,46,0 days 17:31:55,5.704
3951,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,242164,M,45,0 days 17:33:35,5.695
3952,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,394629,M,60,0 days 17:34:45,5.689
3953,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,542873,M,44,0 days 17:39:46,5.662
3954,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,25922,F,45,0 days 17:51:04,5.602
3955,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,128099,F,41,0 days 17:55:52,5.577
3956,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,178615,M,32,0 days 17:57:53,5.566
3957,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,393338,F,43,0 days 17:58:56,5.561
3958,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,47287,M,49,0 days 17:59:26,5.558
3959,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,715415,M,49,0 days 17:59:29,5.558
3960,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,773266,F,29,0 days 18:00:34,5.553
3961,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,131110,M,58,0 days 18:03:22,5.538
3962,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,55582,F,42,0 days 18:03:30,5.538
3963,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,127247,M,48,0 days 18:08:00,5.515
3964,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,339040,F,47,0 days 18:08:55,5.51
3965,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,181525,M,50,0 days 18:10:24,5.503
3966,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,620942,M,30,0 days 18:11:37,5.496
3967,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924099,F,26,0 days 18:12:03,5.494
3968,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,348742,M,44,0 days 18:12:57,5.49
3969,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,462625,M,39,0 days 18:14:36,5.481
3970,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,773298,F,37,0 days 18:14:49,5.48
3971,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,110624,F,35,0 days 18:17:22,5.468
3972,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,67798,M,53,0 days 18:18:10,5.464
3973,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27459,M,41,0 days 18:18:35,5.462
3974,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924100,M,25,0 days 18:19:41,5.456
3975,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924101,M,25,0 days 18:19:45,5.456
3976,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,665542,F,43,0 days 18:20:15,5.453
3977,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,374228,F,45,0 days 18:20:40,5.451
3978,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,36367,F,60,0 days 18:34:00,5.386
3979,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,807210,F,35,0 days 18:39:30,5.36
3980,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27442,F,46,0 days 18:46:30,5.326
3981,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,924102,M,29,0 days 18:50:00,5.31
3982,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,348753,M,64,0 days 18:50:00,5.31
3983,02.-03.10.2021,Cuyamaca 100 km  Endurance Run (USA),100km,159,27446,M,40,0 days 18:53:47,5.292
3984,02.10.2021,Secret Beach 100 km Race (USA),100km,11,53213,M,46,0 days 12:06:37,8.257
3985,02.10.2021,Secret Beach 100 km Race (USA),100km,11,696467,F,42,0 days 13:01:03,7.682
3986,02.10.2021,Secret Beach 100 km Race (USA),100km,11,272436,F,31,0 days 13:15:41,7.541
3987,02.10.2021,Secret Beach 100 km Race (USA),100km,11,894093,M,34,0 days 13:28:06,7.425
3988,02.10.2021,Secret Beach 100 km Race (USA),100km,11,235926,M,35,0 days 13:33:01,7.38
3989,02.10.2021,Secret Beach 100 km Race (USA),100km,11,561614,M,36,0 days 14:26:54,6.921
3990,02.10.2021,Secret Beach 100 km Race (USA),100km,11,80392,M,27,0 days 14:42:10,6.801
3991,02.10.2021,Secret Beach 100 km Race (USA),100km,11,681443,M,41,0 days 14:44:43,6.782
3992,02.10.2021,Secret Beach 100 km Race (USA),100km,11,333697,M,41,0 days 15:40:52,6.377
3993,02.10.2021,Secret Beach 100 km Race (USA),100km,11,283986,F,49,0 days 16:10:40,6.181
3994,02.10.2021,Secret Beach 100 km Race (USA),100km,11,216646,M,36,0 days 16:41:11,5.993
3995,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,123735,M,37,0 days 08:51:11,11.296
3996,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,851698,M,29,0 days 12:09:57,8.22
3997,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,39386,M,35,0 days 12:28:51,8.012
3998,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,333380,M,37,0 days 13:58:30,7.156
3999,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,646474,F,28,0 days 14:06:05,7.092
4000,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,39370,M,37,0 days 14:20:48,6.97
4001,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,75932,M,55,0 days 14:45:56,6.773
4002,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,229502,M,40,0 days 15:01:51,6.653
4003,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,46327,M,36,0 days 16:41:22,5.992
4004,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,1064,M,48,0 days 16:41:24,5.992
4005,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,924570,M,34,0 days 17:49:02,5.613
4006,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,862235,M,39,0 days 18:12:19,5.493
4007,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,773360,F,40,0 days 19:38:36,5.091
4008,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,348039,M,37,0 days 20:48:36,4.805
4009,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,924571,M,48,0 days 20:48:37,4.805
4010,02.-03.10.2021,Hell Creek 100 km Race (USA),100km,16,669421,M,35,0 days 20:48:40,4.805
4011,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,454802,M,41,0 days 09:36:55,10.4
4012,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,848783,M,23,0 days 11:43:55,8.524
4013,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,294293,F,51,0 days 11:47:48,8.477
4014,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,272424,M,51,0 days 12:03:04,8.298
4015,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,133113,F,41,0 days 12:15:38,8.156
4016,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,660731,M,41,0 days 12:44:35,7.847
4017,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,127326,F,40,0 days 13:26:25,7.44
4018,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,849437,F,27,0 days 13:40:41,7.311
4019,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,213647,M,62,0 days 14:34:05,6.864
4020,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,840359,M,33,0 days 14:34:06,6.864
4021,02.10.2021,Conquer The Castle 100K Trail Race (USA),100km,11,348485,M,49,0 days 15:39:29,6.386
4022,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,848701,M,30,0 days 06:57:32,14.37
4023,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,153351,M,31,0 days 07:44:12,12.925
4024,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,384187,F,34,0 days 07:51:58,12.713
4025,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,33319,F,43,0 days 09:20:10,10.711
4026,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,216761,F,41,0 days 10:15:10,9.753
4027,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,242139,M,53,0 days 10:45:03,9.302
4028,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,25673,M,63,0 days 12:02:22,8.306
4029,02.10.2021,No'to'mom 100km Endurance Run (USA),100km,8,180706,M,52,0 days 13:16:20,7.535
4030,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,724907,M,38,0 days 09:18:20,10.746
4031,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,880770,M,41,0 days 12:25:19,8.05
4032,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,927589,M,21,0 days 12:31:32,7.984
4033,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,47102,M,47,0 days 12:36:04,7.936
4034,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,347910,M,38,0 days 13:23:47,7.465
4035,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,753435,M,42,0 days 13:43:29,7.286
4036,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,867267,M,27,0 days 13:49:54,7.23
4037,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,927590,F,30,0 days 14:11:39,7.045
4038,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,927591,M,27,0 days 14:37:54,6.834
4039,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,755896,M,19,0 days 14:37:54,6.834
4040,25.-26.09.2021,The Bear Chase 100 km (USA),100km,11,711859,M,58,0 days 14:44:46,6.781
4041,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,869899,F,29,0 days 16:16:00,6.148
4042,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,879276,F,24,0 days 16:56:00,5.906
4043,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,129190,M,35,0 days 18:12:00,5.495
4044,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,816941,M,21,0 days 18:24:00,5.435
4045,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,61150,F,32,0 days 19:26:00,5.146
4046,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,51464,M,38,0 days 19:31:00,5.124
4047,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,304531,M,34,0 days 20:39:00,4.843
4048,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,407396,M,55,0 days 23:47:00,4.205
4049,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,448156,F,32,0 days 23:47:00,4.205
4050,25.-26.09.2021,Sangre de Cristo Ultra 100 km Race (USA),100km,10,242713,M,37,1 days 00:06:00,4.149
4051,25.09.2021,Paris Pair 100km (USA),100km,23,16778,F,36,0 days 09:30:57,10.509
4052,25.09.2021,Paris Pair 100km (USA),100km,23,190444,M,53,0 days 11:12:34,8.921
4053,25.09.2021,Paris Pair 100km (USA),100km,23,345870,F,38,0 days 11:27:20,8.729
4054,25.09.2021,Paris Pair 100km (USA),100km,23,140652,M,40,0 days 12:14:04,8.174
4055,25.09.2021,Paris Pair 100km (USA),100km,23,927740,F,44,0 days 12:26:10,8.041
4056,25.09.2021,Paris Pair 100km (USA),100km,23,166291,M,50,0 days 12:43:49,7.855
4057,25.09.2021,Paris Pair 100km (USA),100km,23,37319,M,33,0 days 13:15:43,7.54
4058,25.09.2021,Paris Pair 100km (USA),100km,23,38905,F,54,0 days 13:27:20,7.432
4059,25.09.2021,Paris Pair 100km (USA),100km,23,126902,F,37,0 days 13:29:24,7.413
4060,25.09.2021,Paris Pair 100km (USA),100km,23,812084,M,46,0 days 14:07:04,7.083
4061,25.09.2021,Paris Pair 100km (USA),100km,23,844419,M,36,0 days 14:26:58,6.921
4062,25.09.2021,Paris Pair 100km (USA),100km,23,191714,F,48,0 days 14:30:00,6.897
4063,25.09.2021,Paris Pair 100km (USA),100km,23,38898,F,36,0 days 14:54:22,6.709
