,event_date,event_name,distance,number_of_finishers,athlete_id,athlete_gender,athlete_age,athlete_performance,athlete_average_speed
0,10.04.2021,The Zion 100 km Run (USA),100km,217,216401,M,51,0 days 10:49:12,9.242
1,10.04.2021,The Zion 100 km Run (USA),100km,217,387546,M,37,0 days 10:50:28,9.224
2,10.04.2021,The Zion 100 km Run (USA),100km,217,55330,M,47,0 days 10:56:55,9.134
3,10.04.2021,The Zion 100 km Run (USA),100km,217,387283,M,32,0 days 11:51:46,8.43
4,10.04.2021,The Zion 100 km Run (USA),100km,217,240506,M,34,0 days 11:52:56,8.416
5,10.04.2021,The Zion 100 km Run (USA),100km,217,861068,F,28,0 days 11:53:57,8.404
6,10.04.2021,The Zion 100 km Run (USA),100km,217,861069,M,27,0 days 12:12:43,8.189
7,10.04.2021,The Zion 100 km Run (USA),100km,217,861070,F,24,0 days 12:32:56,7.969
8,10.04.2021,The Zion 100 km Run (USA),100km,217,650031,M,35,0 days 12:41:59,7.874
9,10.04.2021,The Zion 100 km Run (USA),100km,217,846742,M,31,0 days 12:43:11,7.862
10,10.04.2021,The Zion 100 km Run (USA),100km,217,257246,M,36,0 days 12:43:37,7.857
11,10.04.2021,The Zion 100 km Run (USA),100km,217,814826,F,37,0 days 12:46:52,7.824
12,10.04.2021,The Zion 100 km Run (USA),100km,217,810649,F,30,0 days 12:46:59,7.823
13,10.04.2021,The Zion 100 km Run (USA),100km,217,861071,M,23,0 days 12:50:51,7.784
14,10.04.2021,The Zion 100 km Run (USA),100km,217,861072,F,47,0 days 12:56:52,7.723
15,10.04.2021,The Zion 100 km Run (USA),100km,217,25663,F,29,0 days 13:06:07,7.632
16,10.04.2021,The Zion 100 km Run (USA),100km,217,393801,M,52,0 days 13:26:32,7.439
17,10.04.2021,The Zion 100 km Run (USA),100km,217,235893,M,40,0 days 13:27:05,7.434
18,10.04.2021,The Zion 100 km Run (USA),100km,217,25671,F,32,0 days 13:27:59,7.426
19,10.04.2021,The Zion 100 km Run (USA),100km,217,144753,F,40,0 days 13:28:15,7.423
20,10.04.2021,The Zion 100 km Run (USA),100km,217,145956,F,57,0 days 13:29:34,7.411
21,10.04.2021,The Zion 100 km Run (USA),100km,217,861073,F,28,0 days 13:32:58,7.38
22,10.04.2021,The Zion 100 km Run (USA),100km,217,820914,F,32,0 days 13:43:05,7.29
23,10.04.2021,The Zion 100 km Run (USA),100km,217,210981,M,31,0 days 13:47:55,7.247
24,10.04.2021,The Zion 100 km Run (USA),100km,217,25567,F,47,0 days 13:48:11,7.245
25,10.04.2021,The Zion 100 km Run (USA),100km,217,165391,M,52,0 days 13:52:21,7.209
26,10.04.2021,The Zion 100 km Run (USA),100km,217,179849,F,54,0 days 13:57:36,7.163
27,10.04.2021,The Zion 100 km Run (USA),100km,217,744543,F,40,0 days 14:07:04,7.083
28,10.04.2021,The Zion 100 km Run (USA),100km,217,861074,M,29,0 days 14:08:16,7.073
29,10.04.2021,The Zion 100 km Run (USA),100km,217,861075,M,42,0 days 14:11:48,7.044
30,10.04.2021,The Zion 100 km Run (USA),100km,217,861076,F,39,0 days 14:12:37,7.037
31,10.04.2021,The Zion 100 km Run (USA),100km,217,260840,F,36,0 days 14:13:58,7.026
32,10.04.2021,The Zion 100 km Run (USA),100km,217,374185,M,45,0 days 14:16:20,7.007
33,10.04.2021,The Zion 100 km Run (USA),100km,217,861077,M,40,0 days 14:20:39,6.971
34,10.04.2021,The Zion 100 km Run (USA),100km,217,861078,F,26,0 days 14:23:19,6.95
35,10.04.2021,The Zion 100 km Run (USA),100km,217,647671,M,27,0 days 14:27:46,6.914
36,10.04.2021,The Zion 100 km Run (USA),100km,217,859086,M,27,0 days 14:27:46,6.914
37,10.04.2021,The Zion 100 km Run (USA),100km,217,647670,M,28,0 days 14:27:47,6.914
38,10.04.2021,The Zion 100 km Run (USA),100km,217,84639,M,64,0 days 14:30:48,6.89
39,10.04.2021,The Zion 100 km Run (USA),100km,217,656796,F,32,0 days 14:32:58,6.873
40,10.04.2021,The Zion 100 km Run (USA),100km,217,74736,F,45,0 days 14:38:04,6.833
41,10.04.2021,The Zion 100 km Run (USA),100km,217,122897,M,56,0 days 14:38:04,6.833
42,10.04.2021,The Zion 100 km Run (USA),100km,217,261015,F,42,0 days 14:39:53,6.819
43,10.04.2021,The Zion 100 km Run (USA),100km,217,84365,M,38,0 days 14:40:32,6.814
44,10.04.2021,The Zion 100 km Run (USA),100km,217,47094,M,38,0 days 14:44:04,6.787
45,10.04.2021,The Zion 100 km Run (USA),100km,217,822960,F,30,0 days 14:44:57,6.78
46,10.04.2021,The Zion 100 km Run (USA),100km,217,52574,M,48,0 days 14:45:22,6.777
47,10.04.2021,The Zion 100 km Run (USA),100km,217,798479,M,30,0 days 14:46:00,6.772
48,10.04.2021,The Zion 100 km Run (USA),100km,217,241972,M,52,0 days 14:46:47,6.766
49,10.04.2021,The Zion 100 km Run (USA),100km,217,861079,M,39,0 days 14:48:11,6.755
50,10.04.2021,The Zion 100 km Run (USA),100km,217,654326,M,29,0 days 14:55:28,6.7
51,10.04.2021,The Zion 100 km Run (USA),100km,217,211250,M,42,0 days 14:59:22,6.671
52,10.04.2021,The Zion 100 km Run (USA),100km,217,65172,F,53,0 days 15:00:15,6.665
53,10.04.2021,The Zion 100 km Run (USA),100km,217,696995,M,48,0 days 15:04:07,6.636
54,10.04.2021,The Zion 100 km Run (USA),100km,217,297374,M,44,0 days 15:05:16,6.628
55,10.04.2021,The Zion 100 km Run (USA),100km,217,507952,M,29,0 days 15:06:50,6.616
56,10.04.2021,The Zion 100 km Run (USA),100km,217,25846,M,44,0 days 15:07:17,6.613
57,10.04.2021,The Zion 100 km Run (USA),100km,217,54286,F,44,0 days 15:10:05,6.593
58,10.04.2021,The Zion 100 km Run (USA),100km,217,86461,M,53,0 days 15:11:17,6.584
59,10.04.2021,The Zion 100 km Run (USA),100km,217,861080,M,46,0 days 15:11:18,6.584
60,10.04.2021,The Zion 100 km Run (USA),100km,217,488990,F,43,0 days 15:11:54,6.58
61,10.04.2021,The Zion 100 km Run (USA),100km,217,25920,F,36,0 days 15:15:24,6.555
62,10.04.2021,The Zion 100 km Run (USA),100km,217,659810,M,45,0 days 15:16:24,6.547
63,10.04.2021,The Zion 100 km Run (USA),100km,217,861081,F,30,0 days 15:17:05,6.542
64,10.04.2021,The Zion 100 km Run (USA),100km,217,861082,M,38,0 days 15:18:20,6.534
65,10.04.2021,The Zion 100 km Run (USA),100km,217,34153,M,38,0 days 15:23:15,6.499
66,10.04.2021,The Zion 100 km Run (USA),100km,217,46980,F,35,0 days 15:25:54,6.48
67,10.04.2021,The Zion 100 km Run (USA),100km,217,47073,F,44,0 days 15:32:16,6.436
68,10.04.2021,The Zion 100 km Run (USA),100km,217,822504,F,35,0 days 15:34:17,6.422
69,10.04.2021,The Zion 100 km Run (USA),100km,217,341344,M,48,0 days 15:34:34,6.42
70,10.04.2021,The Zion 100 km Run (USA),100km,217,42765,M,38,0 days 15:38:10,6.395
71,10.04.2021,The Zion 100 km Run (USA),100km,217,821540,F,45,0 days 15:40:42,6.378
72,10.04.2021,The Zion 100 km Run (USA),100km,217,316971,F,45,0 days 15:44:28,6.353
73,10.04.2021,The Zion 100 km Run (USA),100km,217,658646,M,35,0 days 15:45:01,6.349
74,10.04.2021,The Zion 100 km Run (USA),100km,217,47125,M,53,0 days 15:45:24,6.347
75,10.04.2021,The Zion 100 km Run (USA),100km,217,789113,M,33,0 days 15:45:40,6.345
76,10.04.2021,The Zion 100 km Run (USA),100km,217,400187,M,51,0 days 15:50:40,6.311
77,10.04.2021,The Zion 100 km Run (USA),100km,217,861083,M,34,0 days 15:52:03,6.302
78,10.04.2021,The Zion 100 km Run (USA),100km,217,391058,M,59,0 days 15:54:42,6.285
79,10.04.2021,The Zion 100 km Run (USA),100km,217,738115,M,45,0 days 16:00:20,6.248
80,10.04.2021,The Zion 100 km Run (USA),100km,217,45475,M,56,0 days 16:03:02,6.23
81,10.04.2021,The Zion 100 km Run (USA),100km,217,26545,M,40,0 days 16:07:07,6.204
82,10.04.2021,The Zion 100 km Run (USA),100km,217,861084,M,30,0 days 16:08:17,6.197
83,10.04.2021,The Zion 100 km Run (USA),100km,217,211061,M,42,0 days 16:10:37,6.182
84,10.04.2021,The Zion 100 km Run (USA),100km,217,747928,F,29,0 days 16:13:43,6.162
85,10.04.2021,The Zion 100 km Run (USA),100km,217,861085,M,42,0 days 16:14:13,6.159
86,10.04.2021,The Zion 100 km Run (USA),100km,217,820915,F,28,0 days 16:16:45,6.143
87,10.04.2021,The Zion 100 km Run (USA),100km,217,861086,F,28,0 days 16:18:37,6.131
88,10.04.2021,The Zion 100 km Run (USA),100km,217,510481,F,56,0 days 16:18:39,6.131
89,10.04.2021,The Zion 100 km Run (USA),100km,217,105261,M,41,0 days 16:21:24,6.114
90,10.04.2021,The Zion 100 km Run (USA),100km,217,861087,M,33,0 days 16:22:19,6.108
91,10.04.2021,The Zion 100 km Run (USA),100km,217,861088,M,38,0 days 16:24:38,6.094
92,10.04.2021,The Zion 100 km Run (USA),100km,217,705334,M,42,0 days 16:30:23,6.058
93,10.04.2021,The Zion 100 km Run (USA),100km,217,304545,M,46,0 days 16:36:49,6.019
94,10.04.2021,The Zion 100 km Run (USA),100km,217,93230,M,48,0 days 16:40:29,5.997
95,10.04.2021,The Zion 100 km Run (USA),100km,217,806917,M,21,0 days 16:40:37,5.996
96,10.04.2021,The Zion 100 km Run (USA),100km,217,74419,M,21,0 days 16:43:05,5.982
97,10.04.2021,The Zion 100 km Run (USA),100km,217,109165,M,39,0 days 16:47:08,5.958
98,10.04.2021,The Zion 100 km Run (USA),100km,217,326466,M,27,0 days 16:52:26,5.926
99,10.04.2021,The Zion 100 km Run (USA),100km,217,179329,M,48,0 days 16:53:31,5.92
100,10.04.2021,The Zion 100 km Run (USA),100km,217,861089,M,24,0 days 16:57:01,5.9
101,10.04.2021,The Zion 100 km Run (USA),100km,217,861090,M,25,0 days 16:57:01,5.9
102,10.04.2021,The Zion 100 km Run (USA),100km,217,55484,M,50,0 days 16:57:34,5.896
103,10.04.2021,The Zion 100 km Run (USA),100km,217,13334,M,40,0 days 16:57:49,5.895
104,10.04.2021,The Zion 100 km Run (USA),100km,217,861091,M,36,0 days 16:57:55,5.894
105,10.04.2021,The Zion 100 km Run (USA),100km,217,165383,M,59,0 days 16:58:27,5.891
106,10.04.2021,The Zion 100 km Run (USA),100km,217,46277,F,30,0 days 16:59:16,5.887
107,10.04.2021,The Zion 100 km Run (USA),100km,217,480163,M,42,0 days 17:01:15,5.875
108,10.04.2021,The Zion 100 km Run (USA),100km,217,701496,F,43,0 days 17:02:07,5.87
109,10.04.2021,The Zion 100 km Run (USA),100km,217,819030,F,33,0 days 17:03:43,5.861
110,10.04.2021,The Zion 100 km Run (USA),100km,217,388509,F,31,0 days 17:07:24,5.84
111,10.04.2021,The Zion 100 km Run (USA),100km,217,340335,M,34,0 days 17:11:29,5.817
112,10.04.2021,The Zion 100 km Run (USA),100km,217,848456,M,40,0 days 17:11:30,5.817
113,10.04.2021,The Zion 100 km Run (USA),100km,217,145905,F,61,0 days 17:11:53,5.815
114,10.04.2021,The Zion 100 km Run (USA),100km,217,276188,M,46,0 days 17:18:20,5.778
115,10.04.2021,The Zion 100 km Run (USA),100km,217,406176,M,51,0 days 17:18:35,5.777
116,10.04.2021,The Zion 100 km Run (USA),100km,217,563267,F,30,0 days 17:30:20,5.712
117,10.04.2021,The Zion 100 km Run (USA),100km,217,563272,M,43,0 days 17:30:22,5.712
118,10.04.2021,The Zion 100 km Run (USA),100km,217,819890,M,40,0 days 17:31:22,5.707
119,10.04.2021,The Zion 100 km Run (USA),100km,217,625030,M,34,0 days 17:32:24,5.701
120,10.04.2021,The Zion 100 km Run (USA),100km,217,64825,M,42,0 days 17:33:56,5.693
121,10.04.2021,The Zion 100 km Run (USA),100km,217,861092,M,39,0 days 17:34:41,5.689
122,10.04.2021,The Zion 100 km Run (USA),100km,217,861093,F,51,0 days 17:34:46,5.688
123,10.04.2021,The Zion 100 km Run (USA),100km,217,586413,M,61,0 days 17:34:47,5.688
124,10.04.2021,The Zion 100 km Run (USA),100km,217,366584,M,51,0 days 17:36:07,5.681
125,10.04.2021,The Zion 100 km Run (USA),100km,217,359742,M,61,0 days 17:36:13,5.681
126,10.04.2021,The Zion 100 km Run (USA),100km,217,181266,M,50,0 days 17:36:31,5.679
127,10.04.2021,The Zion 100 km Run (USA),100km,217,818360,M,28,0 days 17:39:21,5.664
128,10.04.2021,The Zion 100 km Run (USA),100km,217,654741,F,40,0 days 17:41:32,5.652
129,10.04.2021,The Zion 100 km Run (USA),100km,217,388454,M,41,0 days 17:41:42,5.651
130,10.04.2021,The Zion 100 km Run (USA),100km,217,849444,M,44,0 days 17:42:31,5.647
131,10.04.2021,The Zion 100 km Run (USA),100km,217,812662,M,43,0 days 17:43:57,5.639
132,10.04.2021,The Zion 100 km Run (USA),100km,217,859523,M,51,0 days 17:46:41,5.625
133,10.04.2021,The Zion 100 km Run (USA),100km,217,698132,F,29,0 days 17:47:01,5.623
134,10.04.2021,The Zion 100 km Run (USA),100km,217,861094,M,33,0 days 17:47:04,5.623
135,10.04.2021,The Zion 100 km Run (USA),100km,217,861095,M,49,0 days 17:47:11,5.622
136,10.04.2021,The Zion 100 km Run (USA),100km,217,25842,M,53,0 days 17:47:58,5.618
137,10.04.2021,The Zion 100 km Run (USA),100km,217,826955,M,22,0 days 17:51:07,5.602
138,10.04.2021,The Zion 100 km Run (USA),100km,217,861096,F,41,0 days 17:53:19,5.59
139,10.04.2021,The Zion 100 km Run (USA),100km,217,33671,M,43,0 days 17:59:43,5.557
140,10.04.2021,The Zion 100 km Run (USA),100km,217,861097,M,30,0 days 18:02:47,5.541
141,10.04.2021,The Zion 100 km Run (USA),100km,217,861098,M,28,0 days 18:02:49,5.541
142,10.04.2021,The Zion 100 km Run (USA),100km,217,795309,M,31,0 days 18:03:04,5.54
143,10.04.2021,The Zion 100 km Run (USA),100km,217,282524,M,37,0 days 18:03:55,5.535
144,10.04.2021,The Zion 100 km Run (USA),100km,217,652337,F,25,0 days 18:07:04,5.519
145,10.04.2021,The Zion 100 km Run (USA),100km,217,227549,M,34,0 days 18:08:25,5.513
146,10.04.2021,The Zion 100 km Run (USA),100km,217,165462,M,51,0 days 18:09:17,5.508
147,10.04.2021,The Zion 100 km Run (USA),100km,217,222986,F,43,0 days 18:11:08,5.499
148,10.04.2021,The Zion 100 km Run (USA),100km,217,861099,F,33,0 days 18:23:09,5.439
149,10.04.2021,The Zion 100 km Run (USA),100km,217,47070,M,70,0 days 18:25:21,5.428
150,10.04.2021,The Zion 100 km Run (USA),100km,217,502462,M,44,0 days 18:27:00,5.42
151,10.04.2021,The Zion 100 km Run (USA),100km,217,620440,M,40,0 days 18:28:20,5.414
152,10.04.2021,The Zion 100 km Run (USA),100km,217,166896,F,46,0 days 18:28:24,5.413
153,10.04.2021,The Zion 100 km Run (USA),100km,217,861100,M,45,0 days 18:31:19,5.399
154,10.04.2021,The Zion 100 km Run (USA),100km,217,698121,M,42,0 days 18:36:21,5.375
155,10.04.2021,The Zion 100 km Run (USA),100km,217,698128,M,46,0 days 18:36:21,5.375
156,10.04.2021,The Zion 100 km Run (USA),100km,217,861101,M,33,0 days 18:36:32,5.374
157,10.04.2021,The Zion 100 km Run (USA),100km,217,47152,F,44,0 days 18:37:53,5.367
158,10.04.2021,The Zion 100 km Run (USA),100km,217,42601,F,40,0 days 18:40:34,5.354
159,10.04.2021,The Zion 100 km Run (USA),100km,217,230827,M,39,0 days 18:52:35,5.298
160,10.04.2021,The Zion 100 km Run (USA),100km,217,861102,M,42,0 days 18:55:56,5.282
161,10.04.2021,The Zion 100 km Run (USA),100km,217,861103,M,30,0 days 18:55:56,5.282
162,10.04.2021,The Zion 100 km Run (USA),100km,217,13440,M,44,0 days 18:56:54,5.278
163,10.04.2021,The Zion 100 km Run (USA),100km,217,861104,M,38,0 days 18:57:30,5.275
164,10.04.2021,The Zion 100 km Run (USA),100km,217,697942,M,31,0 days 18:57:31,5.275
165,10.04.2021,The Zion 100 km Run (USA),100km,217,861105,M,44,0 days 18:58:14,5.271
166,10.04.2021,The Zion 100 km Run (USA),100km,217,861106,M,41,0 days 18:58:16,5.271
167,10.04.2021,The Zion 100 km Run (USA),100km,217,741891,F,41,0 days 18:58:34,5.27
168,10.04.2021,The Zion 100 km Run (USA),100km,217,819849,F,27,0 days 19:04:48,5.241
169,10.04.2021,The Zion 100 km Run (USA),100km,217,47209,M,59,0 days 19:20:15,5.171
170,10.04.2021,The Zion 100 km Run (USA),100km,217,51927,M,47,0 days 19:24:15,5.154
171,10.04.2021,The Zion 100 km Run (USA),100km,217,861107,F,39,0 days 19:26:42,5.143
172,10.04.2021,The Zion 100 km Run (USA),100km,217,861108,F,40,0 days 19:26:43,5.143
173,10.04.2021,The Zion 100 km Run (USA),100km,217,47178,F,53,0 days 19:30:29,5.126
174,10.04.2021,The Zion 100 km Run (USA),100km,217,755750,F,57,0 days 19:31:42,5.121
175,10.04.2021,The Zion 100 km Run (USA),100km,217,818533,M,55,0 days 19:41:25,5.079
176,10.04.2021,The Zion 100 km Run (USA),100km,217,861109,M,35,0 days 19:42:09,5.075
177,10.04.2021,The Zion 100 km Run (USA),100km,217,682612,M,36,0 days 19:42:10,5.075
178,10.04.2021,The Zion 100 km Run (USA),100km,217,346693,F,41,0 days 19:42:22,5.075
179,10.04.2021,The Zion 100 km Run (USA),100km,217,110367,M,48,0 days 19:43:55,5.068
180,10.04.2021,The Zion 100 km Run (USA),100km,217,110366,M,51,0 days 19:43:56,5.068
181,10.04.2021,The Zion 100 km Run (USA),100km,217,64572,M,52,0 days 19:44:32,5.065
182,10.04.2021,The Zion 100 km Run (USA),100km,217,861110,M,52,0 days 19:47:43,5.052
183,10.04.2021,The Zion 100 km Run (USA),100km,217,846380,F,35,0 days 19:48:17,5.049
184,10.04.2021,The Zion 100 km Run (USA),100km,217,846379,F,39,0 days 19:48:19,5.049
185,10.04.2021,The Zion 100 km Run (USA),100km,217,834431,M,55,0 days 19:53:34,5.027
186,10.04.2021,The Zion 100 km Run (USA),100km,217,861111,M,29,0 days 19:53:40,5.027
187,10.04.2021,The Zion 100 km Run (USA),100km,217,861112,F,47,0 days 19:55:54,5.017
188,10.04.2021,The Zion 100 km Run (USA),100km,217,861113,M,49,0 days 19:55:57,5.017
189,10.04.2021,The Zion 100 km Run (USA),100km,217,114941,F,50,0 days 19:57:14,5.012
190,10.04.2021,The Zion 100 km Run (USA),100km,217,861114,M,34,0 days 20:00:03,5.0
191,10.04.2021,The Zion 100 km Run (USA),100km,217,861115,M,42,0 days 20:08:02,4.967
192,10.04.2021,The Zion 100 km Run (USA),100km,217,215817,M,56,0 days 20:10:59,4.955
193,10.04.2021,The Zion 100 km Run (USA),100km,217,647695,M,38,0 days 20:11:25,4.953
194,10.04.2021,The Zion 100 km Run (USA),100km,217,317450,M,44,0 days 20:14:48,4.939
195,10.04.2021,The Zion 100 km Run (USA),100km,217,861116,F,25,0 days 20:14:51,4.939
196,10.04.2021,The Zion 100 km Run (USA),100km,217,861117,F,33,0 days 20:14:52,4.939
197,10.04.2021,The Zion 100 km Run (USA),100km,217,861118,F,26,0 days 20:14:53,4.939
198,10.04.2021,The Zion 100 km Run (USA),100km,217,777584,M,25,0 days 20:14:57,4.938
199,10.04.2021,The Zion 100 km Run (USA),100km,217,821002,M,22,0 days 20:15:01,4.938
200,10.04.2021,The Zion 100 km Run (USA),100km,217,789558,M,39,0 days 20:23:29,4.904
201,10.04.2021,The Zion 100 km Run (USA),100km,217,861119,F,38,0 days 20:23:33,4.904
202,10.04.2021,The Zion 100 km Run (USA),100km,217,445437,F,40,0 days 20:24:51,4.899
203,10.04.2021,The Zion 100 km Run (USA),100km,217,861120,M,34,0 days 20:30:06,4.878
204,10.04.2021,The Zion 100 km Run (USA),100km,217,64576,M,73,0 days 20:40:33,4.837
205,10.04.2021,The Zion 100 km Run (USA),100km,217,174448,F,45,0 days 20:47:12,4.811
206,10.04.2021,The Zion 100 km Run (USA),100km,217,861121,F,45,0 days 20:50:39,4.798
207,10.04.2021,The Zion 100 km Run (USA),100km,217,820349,M,54,0 days 21:03:02,4.75
208,10.04.2021,The Zion 100 km Run (USA),100km,217,655094,M,71,0 days 21:03:34,4.748
209,10.04.2021,The Zion 100 km Run (USA),100km,217,34097,F,39,0 days 21:11:00,4.721
210,10.04.2021,The Zion 100 km Run (USA),100km,217,40624,F,61,0 days 21:13:30,4.711
211,10.04.2021,The Zion 100 km Run (USA),100km,217,304582,M,57,0 days 21:15:09,4.705
212,10.04.2021,The Zion 100 km Run (USA),100km,217,360212,F,45,0 days 21:27:50,4.659
213,10.04.2021,The Zion 100 km Run (USA),100km,217,3939,M,65,0 days 21:41:56,4.609
214,10.04.2021,The Zion 100 km Run (USA),100km,217,861122,F,32,0 days 21:45:39,4.595
215,10.04.2021,The Zion 100 km Run (USA),100km,217,25964,F,33,0 days 21:55:10,4.562
216,10.04.2021,The Zion 100 km Run (USA),100km,217,367429,F,36,0 days 23:22:03,4.279
217,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,861326,M,26,0 days 10:50:39,9.222
218,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,118907,M,48,0 days 12:01:36,8.315
219,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,35659,M,44,0 days 13:15:18,7.544
220,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,64614,M,33,0 days 14:19:23,6.982
221,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,16798,M,45,0 days 14:23:48,6.946
222,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,46295,M,53,0 days 14:33:14,6.871
223,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,39648,M,31,0 days 15:08:53,6.602
224,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,557280,M,30,0 days 15:30:39,6.447
225,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,861327,F,20,0 days 15:30:47,6.446
226,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,843572,M,36,0 days 16:11:54,6.173
227,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,3527,M,33,0 days 16:49:45,5.942
228,10.04.2021,Taturs Lake McMurtry 100 Km Trail Race (USA),100km,12,19330,M,48,0 days 17:46:25,5.626
229,10.04.2021,Hydrating Humanity: Run for Clean Water Ultra 100km Race (USA),100km,3,861348,F,23,0 days 15:04:29,6.634
230,10.04.2021,Hydrating Humanity: Run for Clean Water Ultra 100km Race (USA),100km,3,148810,F,40,0 days 16:51:00,5.935
231,10.04.2021,Hydrating Humanity: Run for Clean Water Ultra 100km Race (USA),100km,3,278819,F,46,0 days 16:51:00,5.935
232,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,853145,M,41,0 days 10:22:05,9.645
233,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,331146,M,34,0 days 10:24:45,9.604
234,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,55200,M,42,0 days 10:42:41,9.336
235,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,285520,M,29,0 days 11:04:34,9.028
236,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,190444,M,53,0 days 11:10:08,8.953
237,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862335,M,40,0 days 11:45:09,8.509
238,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,797908,F,36,0 days 11:47:22,8.482
239,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,126878,M,39,0 days 11:49:15,8.46
240,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,133326,M,40,0 days 11:59:12,8.343
241,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862336,M,32,0 days 12:11:56,8.197
242,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,295973,M,42,0 days 12:17:38,8.134
243,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,23327,F,43,0 days 12:27:17,8.029
244,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,261623,F,49,0 days 12:35:20,7.944
245,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862337,F,45,0 days 13:03:00,7.663
246,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862338,F,39,0 days 13:03:20,7.66
247,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862339,M,49,0 days 13:03:23,7.659
248,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,345870,F,38,0 days 13:25:03,7.453
249,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,145811,M,39,0 days 13:38:46,7.328
250,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,814676,M,22,0 days 14:06:45,7.086
251,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,522484,M,43,0 days 14:24:44,6.939
252,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,191714,F,48,0 days 14:42:04,6.802
253,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,38905,F,54,0 days 14:42:56,6.796
254,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,686722,M,38,0 days 15:11:56,6.579
255,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862340,M,30,0 days 15:34:13,6.422
256,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,128206,F,44,0 days 15:45:03,6.349
257,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,51829,M,66,0 days 15:46:47,6.337
258,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,16826,M,67,0 days 16:43:20,5.98
259,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,650929,M,38,0 days 16:43:22,5.98
260,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,862341,M,43,0 days 17:02:45,5.867
261,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,74242,M,52,0 days 17:32:00,5.703
262,03.04.2021,Brazos Bend 50 - 100 Km (USA),100km,31,347324,M,39,0 days 18:13:02,5.489
263,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,50888,M,42,0 days 12:52:51,7.763
264,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,222760,M,29,0 days 13:28:13,7.424
265,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,86369,M,47,0 days 13:28:24,7.422
266,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,846070,M,42,0 days 13:29:22,7.413
267,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,334703,M,50,0 days 14:07:26,7.08
268,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,863069,F,44,0 days 14:08:13,7.074
269,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,126095,M,34,0 days 14:26:41,6.923
270,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,61278,F,32,0 days 14:53:53,6.712
271,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,111199,M,55,0 days 14:56:13,6.695
272,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,178679,M,46,0 days 15:17:19,6.541
273,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,50930,F,22,0 days 15:17:31,6.539
